id,slot_id,customer_id,booking_time,original_price,discount_percentage,discount_amount,final_price,duration_minutes,status,created_at
68,128,127,2026-02-28 05:00:00+05:30,1000.0,0.0,0.0,1000.0,120,CANCELLED,2026-02-28 05:00:00+05:30
69,129,129,2026-03-01 00:00:00+05:30,1000.0,0.0,0.0,1000.0,180,COMPLETED,2026-03-01 00:00:00+05:30
70,137,128,2026-02-27 16:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-02-27 16:00:00+05:30
71,138,152,2026-02-28 20:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-02-28 20:00:00+05:30
72,139,138,2026-02-28 13:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-02-28 13:00:00+05:30
73,140,162,2026-02-28 10:00:00+05:30,1500.0,0.0,0.0,1500.0,180,CANCELLED,2026-02-28 10:00:00+05:30
74,141,145,2026-02-26 11:00:00+05:30,400.0,15.0,60.0,340.0,60,COMPLETED,2026-02-26 11:00:00+05:30
75,142,171,2026-02-26 19:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-02-26 19:00:00+05:30
76,148,170,2026-02-28 10:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-02-28 10:00:00+05:30
77,149,131,2026-03-01 09:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-03-01 09:00:00+05:30
78,151,135,2026-02-28 20:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-02-28 20:00:00+05:30
79,152,132,2026-03-01 16:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-03-01 16:00:00+05:30
80,153,166,2026-02-28 20:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-02-28 20:00:00+05:30
81,157,152,2026-02-27 16:00:00+05:30,700.0,5.0,35.0,665.0,60,COMPLETED,2026-02-27 16:00:00+05:30
82,159,172,2026-02-27 19:00:00+05:30,700.0,0.0,0.0,700.0,120,COMPLETED,2026-02-27 19:00:00+05:30
83,160,124,2026-02-26 18:00:00+05:30,700.0,0.0,0.0,700.0,120,COMPLETED,2026-02-26 18:00:00+05:30
84,161,176,2026-02-27 19:00:00+05:30,700.0,10.0,70.0,630.0,60,COMPLETED,2026-02-27 19:00:00+05:30
85,162,140,2026-02-27 01:00:00+05:30,700.0,0.0,0.0,700.0,120,COMPLETED,2026-02-27 01:00:00+05:30
86,163,162,2026-02-27 19:00:00+05:30,700.0,0.0,0.0,700.0,60,COMPLETED,2026-02-27 19:00:00+05:30
87,164,135,2026-02-28 04:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-02-28 04:00:00+05:30
88,165,129,2026-02-26 18:00:00+05:30,1000.0,10.0,100.0,900.0,60,COMPLETED,2026-02-26 18:00:00+05:30
89,166,123,2026-02-26 19:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-02-26 19:00:00+05:30
90,167,127,2026-02-28 04:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-02-28 04:00:00+05:30
91,179,32,2026-03-01 14:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-03-01 14:00:00+05:30
92,180,11,2026-03-01 10:00:00+05:30,1200.0,0.0,0.0,1200.0,60,CANCELLED,2026-03-01 10:00:00+05:30
93,181,7,2026-02-27 22:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-02-27 22:00:00+05:30
94,185,46,2026-03-01 14:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-03-01 14:00:00+05:30
95,186,4,2026-02-27 14:00:00+05:30,1000.0,0.0,0.0,1000.0,180,COMPLETED,2026-02-27 14:00:00+05:30
96,191,10,2026-02-28 03:00:00+05:30,1000.0,0.0,0.0,1000.0,180,COMPLETED,2026-02-28 03:00:00+05:30
97,192,13,2026-02-28 05:00:00+05:30,1500.0,0.0,0.0,1500.0,180,COMPLETED,2026-02-28 05:00:00+05:30
98,193,55,2026-03-01 09:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-03-01 09:00:00+05:30
99,195,25,2026-03-01 11:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-03-01 11:00:00+05:30
100,198,37,2026-02-28 13:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-02-28 13:00:00+05:30
101,201,36,2026-02-28 00:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-02-28 00:00:00+05:30
102,205,46,2026-03-01 22:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-03-01 22:00:00+05:30
103,207,29,2026-03-02 02:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-03-02 02:00:00+05:30
104,208,3,2026-03-02 01:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-03-02 01:00:00+05:30
105,209,54,2026-03-02 09:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-03-02 09:00:00+05:30
106,221,51,2026-02-28 17:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-02-28 17:00:00+05:30
107,222,42,2026-03-02 01:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-03-02 01:00:00+05:30
108,223,40,2026-03-01 02:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-03-01 02:00:00+05:30
109,224,45,2026-03-02 19:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-03-02 19:00:00+05:30
110,229,116,2026-02-28 19:00:00+05:30,800.0,0.0,0.0,800.0,120,COMPLETED,2026-02-28 19:00:00+05:30
111,234,108,2026-03-01 21:00:00+05:30,1200.0,0.0,0.0,1200.0,60,CANCELLED,2026-03-01 21:00:00+05:30
112,235,65,2026-02-27 18:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-02-27 18:00:00+05:30
113,236,62,2026-03-02 15:00:00+05:30,1200.0,0.0,0.0,1200.0,60,CANCELLED,2026-03-02 15:00:00+05:30
114,237,90,2026-02-28 09:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-02-28 09:00:00+05:30
115,238,93,2026-02-28 07:00:00+05:30,1200.0,0.0,0.0,1200.0,120,COMPLETED,2026-02-28 07:00:00+05:30
116,244,105,2026-03-01 10:00:00+05:30,1000.0,0.0,0.0,1000.0,180,COMPLETED,2026-03-01 10:00:00+05:30
117,248,93,2026-03-02 01:00:00+05:30,1500.0,0.0,0.0,1500.0,180,CANCELLED,2026-03-02 01:00:00+05:30
118,249,102,2026-03-01 03:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-03-01 03:00:00+05:30
119,251,102,2026-03-01 17:00:00+05:30,1500.0,0.0,0.0,1500.0,180,COMPLETED,2026-03-01 17:00:00+05:30
120,262,101,2026-03-01 03:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-03-01 03:00:00+05:30
121,263,73,2026-02-28 15:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-02-28 15:00:00+05:30
122,264,103,2026-03-01 06:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-03-01 06:00:00+05:30
123,266,86,2026-03-01 17:00:00+05:30,600.0,10.0,60.0,540.0,60,COMPLETED,2026-03-01 17:00:00+05:30
124,276,119,2026-02-28 20:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-02-28 20:00:00+05:30
125,278,80,2026-02-28 08:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-02-28 08:00:00+05:30
126,279,115,2026-02-28 08:00:00+05:30,1000.0,5.0,50.0,950.0,60,COMPLETED,2026-02-28 08:00:00+05:30
127,280,117,2026-02-28 17:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-02-28 17:00:00+05:30
128,285,150,2026-02-28 18:00:00+05:30,800.0,0.0,0.0,800.0,60,COMPLETED,2026-02-28 18:00:00+05:30
129,292,169,2026-02-28 13:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-02-28 13:00:00+05:30
130,293,151,2026-03-01 03:00:00+05:30,1200.0,0.0,0.0,1200.0,60,CANCELLED,2026-03-01 03:00:00+05:30
131,295,133,2026-02-28 17:00:00+05:30,1000.0,10.0,100.0,900.0,120,COMPLETED,2026-02-28 17:00:00+05:30
132,296,129,2026-03-02 04:00:00+05:30,1000.0,0.0,0.0,1000.0,120,CANCELLED,2026-03-02 04:00:00+05:30
133,303,169,2026-03-01 11:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-03-01 11:00:00+05:30
134,305,129,2026-03-02 14:00:00+05:30,1500.0,5.0,75.0,1425.0,120,COMPLETED,2026-03-02 14:00:00+05:30
135,308,160,2026-03-02 19:00:00+05:30,1500.0,0.0,0.0,1500.0,180,COMPLETED,2026-03-02 19:00:00+05:30
136,314,161,2026-03-01 20:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-03-01 20:00:00+05:30
137,317,160,2026-03-01 07:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-03-01 07:00:00+05:30
138,319,133,2026-03-01 16:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-03-01 16:00:00+05:30
139,321,142,2026-02-28 05:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-02-28 05:00:00+05:30
140,327,139,2026-02-28 14:00:00+05:30,700.0,10.0,70.0,630.0,120,COMPLETED,2026-02-28 14:00:00+05:30
141,331,177,2026-02-28 19:00:00+05:30,700.0,0.0,0.0,700.0,60,COMPLETED,2026-02-28 19:00:00+05:30
142,332,178,2026-02-28 22:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-02-28 22:00:00+05:30
143,333,132,2026-02-28 05:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-02-28 05:00:00+05:30
144,334,172,2026-03-02 12:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-03-02 12:00:00+05:30
145,335,175,2026-02-28 12:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-02-28 12:00:00+05:30
146,343,3,2026-02-28 19:00:00+05:30,800.0,0.0,0.0,800.0,60,COMPLETED,2026-02-28 19:00:00+05:30
147,350,16,2026-02-28 22:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-02-28 22:00:00+05:30
148,352,4,2026-02-28 18:00:00+05:30,1000.0,0.0,0.0,1000.0,180,COMPLETED,2026-02-28 18:00:00+05:30
149,353,56,2026-03-01 23:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-03-01 23:00:00+05:30
150,362,2,2026-03-03 08:00:00+05:30,1500.0,0.0,0.0,1500.0,180,CANCELLED,2026-03-03 08:00:00+05:30
151,363,51,2026-03-02 18:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-03-02 18:00:00+05:30
152,371,29,2026-03-02 01:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-03-02 01:00:00+05:30
153,374,58,2026-03-03 04:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-03-03 04:00:00+05:30
154,376,13,2026-03-02 19:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-03-02 19:00:00+05:30
155,377,46,2026-03-03 05:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-03-03 05:00:00+05:30
156,381,32,2026-02-28 21:00:00+05:30,700.0,0.0,0.0,700.0,60,COMPLETED,2026-02-28 21:00:00+05:30
157,388,21,2026-03-02 10:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-03-02 10:00:00+05:30
158,389,18,2026-03-03 01:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-03-03 01:00:00+05:30
159,391,57,2026-02-28 22:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-02-28 22:00:00+05:30
160,392,41,2026-03-03 05:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-03-03 05:00:00+05:30
161,396,106,2026-03-01 06:00:00+05:30,800.0,0.0,0.0,800.0,60,COMPLETED,2026-03-01 06:00:00+05:30
162,400,112,2026-03-02 05:00:00+05:30,800.0,0.0,0.0,800.0,60,CANCELLED,2026-03-02 05:00:00+05:30
163,402,79,2026-03-02 15:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-03-02 15:00:00+05:30
164,405,67,2026-02-28 21:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-02-28 21:00:00+05:30
165,406,85,2026-03-03 15:00:00+05:30,1200.0,0.0,0.0,1200.0,120,COMPLETED,2026-03-03 15:00:00+05:30
166,410,96,2026-03-01 03:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-03-01 03:00:00+05:30
167,417,79,2026-03-01 01:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-03-01 01:00:00+05:30
168,418,68,2026-03-02 11:00:00+05:30,1500.0,0.0,0.0,1500.0,180,COMPLETED,2026-03-02 11:00:00+05:30
169,419,61,2026-03-02 03:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-03-02 03:00:00+05:30
170,420,99,2026-03-01 07:00:00+05:30,1500.0,0.0,0.0,1500.0,180,COMPLETED,2026-03-01 07:00:00+05:30
171,422,83,2026-02-28 15:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-02-28 15:00:00+05:30
172,430,100,2026-03-03 16:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-03-03 16:00:00+05:30
173,432,89,2026-03-03 14:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-03-03 14:00:00+05:30
174,445,110,2026-03-01 12:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-03-01 12:00:00+05:30
175,446,114,2026-03-01 12:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-03-01 12:00:00+05:30
176,449,130,2026-03-02 10:00:00+05:30,800.0,0.0,0.0,800.0,60,COMPLETED,2026-03-02 10:00:00+05:30
177,455,141,2026-03-03 06:00:00+05:30,800.0,0.0,0.0,800.0,60,COMPLETED,2026-03-03 06:00:00+05:30
178,458,125,2026-03-03 06:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-03-03 06:00:00+05:30
179,459,139,2026-03-01 06:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-03-01 06:00:00+05:30
180,464,161,2026-03-01 10:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-03-01 10:00:00+05:30
181,467,123,2026-03-01 21:00:00+05:30,1000.0,0.0,0.0,1000.0,180,COMPLETED,2026-03-01 21:00:00+05:30
182,472,130,2026-03-02 18:00:00+05:30,1500.0,0.0,0.0,1500.0,180,COMPLETED,2026-03-02 18:00:00+05:30
183,474,175,2026-02-28 21:00:00+05:30,1500.0,0.0,0.0,1500.0,60,COMPLETED,2026-02-28 21:00:00+05:30
184,475,125,2026-03-02 02:00:00+05:30,1500.0,0.0,0.0,1500.0,180,COMPLETED,2026-03-02 02:00:00+05:30
185,476,143,2026-03-02 21:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-03-02 21:00:00+05:30
186,482,148,2026-03-01 06:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-03-01 06:00:00+05:30
187,486,150,2026-03-03 07:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-03-03 07:00:00+05:30
188,487,174,2026-03-03 09:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-03-03 09:00:00+05:30
189,488,167,2026-03-01 16:00:00+05:30,600.0,5.0,30.0,570.0,60,COMPLETED,2026-03-01 16:00:00+05:30
190,490,179,2026-03-03 02:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-03-03 02:00:00+05:30
191,495,153,2026-03-02 15:00:00+05:30,700.0,0.0,0.0,700.0,60,COMPLETED,2026-03-02 15:00:00+05:30
192,500,130,2026-03-01 03:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-03-01 03:00:00+05:30
193,501,135,2026-03-01 20:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-03-01 20:00:00+05:30
194,502,145,2026-03-02 02:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-03-02 02:00:00+05:30
195,504,154,2026-02-28 21:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-02-28 21:00:00+05:30
196,514,1,2026-03-03 06:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-03-03 06:00:00+05:30
197,515,14,2026-03-03 13:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-03-03 13:00:00+05:30
198,517,47,2026-03-02 16:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-03-02 16:00:00+05:30
199,518,2,2026-03-02 04:00:00+05:30,1200.0,0.0,0.0,1200.0,60,COMPLETED,2026-03-02 04:00:00+05:30
200,520,10,2026-03-01 09:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-03-01 09:00:00+05:30
201,521,41,2026-03-04 00:00:00+05:30,1000.0,0.0,0.0,1000.0,180,COMPLETED,2026-03-04 00:00:00+05:30
202,524,11,2026-03-03 14:00:00+05:30,1000.0,0.0,0.0,1000.0,120,COMPLETED,2026-03-03 14:00:00+05:30
203,529,5,2026-03-02 02:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-03-02 02:00:00+05:30
204,530,44,2026-03-04 15:00:00+05:30,1500.0,0.0,0.0,1500.0,120,COMPLETED,2026-03-04 15:00:00+05:30
205,539,56,2026-03-02 14:00:00+05:30,400.0,0.0,0.0,400.0,60,COMPLETED,2026-03-02 14:00:00+05:30
206,542,54,2026-03-03 12:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-03-03 12:00:00+05:30
207,544,19,2026-03-04 19:00:00+05:30,600.0,0.0,0.0,600.0,60,CANCELLED,2026-03-04 19:00:00+05:30
208,546,34,2026-03-02 23:00:00+05:30,600.0,0.0,0.0,600.0,60,COMPLETED,2026-03-02 23:00:00+05:30
209,559,48,2026-03-04 00:00:00+05:30,1000.0,0.0,0.0,1000.0,60,COMPLETED,2026-03-04 00:00:00+05:30
