id,arena_id,sport,date,start_time,end_time,duration_minutes,normal_price,period,status,created_at
17,1,Cricket,2026-03-01,10:00:00,11:00:00,60,1000.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
18,1,Cricket,2026-03-01,11:00:00,12:00:00,60,1000.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
19,1,Cricket,2026-03-01,12:00:00,13:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
20,1,Cricket,2026-03-01,13:00:00,14:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
21,1,Cricket,2026-03-01,14:00:00,15:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
22,1,Cricket,2026-03-01,15:00:00,16:00:00,60,1000.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
23,1,Cricket,2026-03-01,16:00:00,17:00:00,60,1000.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
24,1,Cricket,2026-03-01,17:00:00,18:00:00,60,1500.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
25,1,Cricket,2026-03-01,18:00:00,19:00:00,60,1500.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
26,1,Cricket,2026-03-01,19:00:00,20:00:00,60,1500.0,PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
27,1,Cricket,2026-03-01,20:00:00,21:00:00,60,1500.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
28,1,Cricket,2026-03-01,21:00:00,22:00:00,60,1500.0,PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
29,1,Badminton,2026-03-01,08:00:00,09:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
30,1,Badminton,2026-03-01,09:00:00,10:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
31,1,Badminton,2026-03-01,10:00:00,11:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
32,1,Badminton,2026-03-01,11:00:00,12:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
33,1,Badminton,2026-03-01,12:00:00,13:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
34,1,Badminton,2026-03-01,13:00:00,14:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
35,1,Badminton,2026-03-01,14:00:00,15:00:00,60,400.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
36,1,Badminton,2026-03-01,15:00:00,16:00:00,60,400.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
37,1,Badminton,2026-03-01,16:00:00,17:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
38,1,Badminton,2026-03-01,17:00:00,18:00:00,60,600.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
39,1,Badminton,2026-03-01,18:00:00,19:00:00,60,600.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
40,1,Badminton,2026-03-01,19:00:00,20:00:00,60,600.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
41,1,Badminton,2026-03-01,20:00:00,21:00:00,60,600.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
42,1,Badminton,2026-03-01,21:00:00,22:00:00,60,600.0,PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
43,1,Basketball,2026-03-01,08:00:00,09:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
44,1,Basketball,2026-03-01,09:00:00,10:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
45,1,Basketball,2026-03-01,10:00:00,11:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
46,1,Basketball,2026-03-01,11:00:00,12:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
47,1,Basketball,2026-03-01,12:00:00,13:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
48,1,Basketball,2026-03-01,13:00:00,14:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
49,1,Basketball,2026-03-01,14:00:00,15:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
50,1,Basketball,2026-03-01,15:00:00,16:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
51,1,Basketball,2026-03-01,16:00:00,17:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
52,1,Basketball,2026-03-01,17:00:00,18:00:00,60,1000.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
53,1,Basketball,2026-03-01,18:00:00,19:00:00,60,1000.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
54,1,Basketball,2026-03-01,19:00:00,20:00:00,60,1000.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
55,1,Basketball,2026-03-01,20:00:00,21:00:00,60,1000.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
56,1,Basketball,2026-03-01,21:00:00,22:00:00,60,1000.0,PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
57,2,Football,2026-03-01,08:00:00,09:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
58,2,Football,2026-03-01,09:00:00,10:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
59,2,Football,2026-03-01,10:00:00,11:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
60,2,Football,2026-03-01,11:00:00,12:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
61,2,Football,2026-03-01,12:00:00,13:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
62,2,Football,2026-03-01,13:00:00,14:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
63,2,Football,2026-03-01,14:00:00,15:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
64,2,Football,2026-03-01,15:00:00,16:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
65,2,Football,2026-03-01,16:00:00,17:00:00,60,800.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
66,2,Football,2026-03-01,17:00:00,18:00:00,60,1200.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
67,2,Football,2026-03-01,18:00:00,19:00:00,60,1200.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
68,2,Football,2026-03-01,19:00:00,20:00:00,60,1200.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
69,2,Football,2026-03-01,20:00:00,21:00:00,60,1200.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
70,2,Football,2026-03-01,21:00:00,22:00:00,60,1200.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
71,2,Cricket,2026-03-01,08:00:00,09:00:00,60,1000.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
72,2,Cricket,2026-03-01,09:00:00,10:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
73,2,Cricket,2026-03-01,10:00:00,11:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
74,2,Cricket,2026-03-01,11:00:00,12:00:00,60,1000.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
75,2,Cricket,2026-03-01,12:00:00,13:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
76,2,Cricket,2026-03-01,13:00:00,14:00:00,60,1000.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
77,2,Cricket,2026-03-01,14:00:00,15:00:00,60,1000.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
78,2,Cricket,2026-03-01,15:00:00,16:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
79,2,Cricket,2026-03-01,16:00:00,17:00:00,60,1000.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
80,2,Cricket,2026-03-01,17:00:00,18:00:00,60,1500.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
81,2,Cricket,2026-03-01,18:00:00,19:00:00,60,1500.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
82,2,Cricket,2026-03-01,19:00:00,20:00:00,60,1500.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
83,2,Cricket,2026-03-01,20:00:00,21:00:00,60,1500.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
84,2,Cricket,2026-03-01,21:00:00,22:00:00,60,1500.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
85,2,Badminton,2026-03-01,08:00:00,09:00:00,60,400.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
86,2,Badminton,2026-03-01,09:00:00,10:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
87,2,Badminton,2026-03-01,10:00:00,11:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
88,2,Badminton,2026-03-01,11:00:00,12:00:00,60,400.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
89,2,Badminton,2026-03-01,12:00:00,13:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
90,2,Badminton,2026-03-01,13:00:00,14:00:00,60,400.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
91,2,Badminton,2026-03-01,14:00:00,15:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
92,2,Badminton,2026-03-01,15:00:00,16:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
93,2,Badminton,2026-03-01,16:00:00,17:00:00,60,400.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
94,2,Badminton,2026-03-01,17:00:00,18:00:00,60,600.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
95,2,Badminton,2026-03-01,18:00:00,19:00:00,60,600.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
96,2,Badminton,2026-03-01,19:00:00,20:00:00,60,600.0,PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
97,2,Badminton,2026-03-01,20:00:00,21:00:00,60,600.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
98,2,Badminton,2026-03-01,21:00:00,22:00:00,60,600.0,PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
99,2,Basketball,2026-03-01,08:00:00,09:00:00,60,700.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
100,2,Basketball,2026-03-01,09:00:00,10:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
101,2,Basketball,2026-03-01,10:00:00,11:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
102,2,Basketball,2026-03-01,11:00:00,12:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
103,2,Basketball,2026-03-01,12:00:00,13:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
104,2,Basketball,2026-03-01,13:00:00,14:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
105,2,Basketball,2026-03-01,14:00:00,15:00:00,60,700.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
106,2,Basketball,2026-03-01,15:00:00,16:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
107,2,Basketball,2026-03-01,16:00:00,17:00:00,60,700.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
108,2,Basketball,2026-03-01,17:00:00,18:00:00,60,1000.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
109,2,Basketball,2026-03-01,18:00:00,19:00:00,60,1000.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
110,2,Basketball,2026-03-01,19:00:00,20:00:00,60,1000.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
111,2,Basketball,2026-03-01,20:00:00,21:00:00,60,1000.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
112,2,Basketball,2026-03-01,21:00:00,22:00:00,60,1000.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
113,3,Football,2026-03-01,08:00:00,09:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
114,3,Football,2026-03-01,09:00:00,10:00:00,60,800.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
115,3,Football,2026-03-01,10:00:00,11:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
116,3,Football,2026-03-01,11:00:00,12:00:00,60,800.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
117,3,Football,2026-03-01,12:00:00,13:00:00,60,800.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
118,3,Football,2026-03-01,13:00:00,14:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
119,3,Football,2026-03-01,14:00:00,15:00:00,60,800.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
120,3,Football,2026-03-01,15:00:00,16:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
121,3,Football,2026-03-01,16:00:00,17:00:00,60,800.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
122,3,Football,2026-03-01,17:00:00,18:00:00,60,1200.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
123,3,Football,2026-03-01,18:00:00,19:00:00,60,1200.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
124,3,Football,2026-03-01,19:00:00,20:00:00,60,1200.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
125,3,Football,2026-03-01,20:00:00,21:00:00,60,1200.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
126,3,Football,2026-03-01,21:00:00,22:00:00,60,1200.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
127,3,Cricket,2026-03-01,08:00:00,09:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
128,3,Cricket,2026-03-01,09:00:00,10:00:00,60,1000.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
129,3,Cricket,2026-03-01,10:00:00,11:00:00,60,1000.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
130,3,Cricket,2026-03-01,11:00:00,12:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
131,3,Cricket,2026-03-01,12:00:00,13:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
132,3,Cricket,2026-03-01,13:00:00,14:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
133,3,Cricket,2026-03-01,14:00:00,15:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
134,3,Cricket,2026-03-01,15:00:00,16:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
135,3,Cricket,2026-03-01,16:00:00,17:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
136,3,Cricket,2026-03-01,17:00:00,18:00:00,60,1500.0,PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
137,3,Cricket,2026-03-01,18:00:00,19:00:00,60,1500.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
138,3,Cricket,2026-03-01,19:00:00,20:00:00,60,1500.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
139,3,Cricket,2026-03-01,20:00:00,21:00:00,60,1500.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
140,3,Cricket,2026-03-01,21:00:00,22:00:00,60,1500.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
141,3,Badminton,2026-03-01,08:00:00,09:00:00,60,400.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
142,3,Badminton,2026-03-01,09:00:00,10:00:00,60,400.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
143,3,Badminton,2026-03-01,10:00:00,11:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
144,3,Badminton,2026-03-01,11:00:00,12:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
145,3,Badminton,2026-03-01,12:00:00,13:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
146,3,Badminton,2026-03-01,13:00:00,14:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
147,3,Badminton,2026-03-01,14:00:00,15:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
148,3,Badminton,2026-03-01,15:00:00,16:00:00,60,400.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
149,3,Badminton,2026-03-01,16:00:00,17:00:00,60,400.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
150,3,Badminton,2026-03-01,17:00:00,18:00:00,60,600.0,PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
151,3,Badminton,2026-03-01,18:00:00,19:00:00,60,600.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
152,3,Badminton,2026-03-01,19:00:00,20:00:00,60,600.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
153,3,Badminton,2026-03-01,20:00:00,21:00:00,60,600.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
154,3,Badminton,2026-03-01,21:00:00,22:00:00,60,600.0,PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
155,3,Basketball,2026-03-01,08:00:00,09:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
156,3,Basketball,2026-03-01,09:00:00,10:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
157,3,Basketball,2026-03-01,10:00:00,11:00:00,60,700.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
158,3,Basketball,2026-03-01,11:00:00,12:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
159,3,Basketball,2026-03-01,12:00:00,13:00:00,60,700.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
160,3,Basketball,2026-03-01,13:00:00,14:00:00,60,700.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
161,3,Basketball,2026-03-01,14:00:00,15:00:00,60,700.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
162,3,Basketball,2026-03-01,15:00:00,16:00:00,60,700.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
163,3,Basketball,2026-03-01,16:00:00,17:00:00,60,700.0,NON_PEAK,BOOKED,2026-03-01 00:00:00+05:30
164,3,Basketball,2026-03-01,17:00:00,18:00:00,60,1000.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
165,3,Basketball,2026-03-01,18:00:00,19:00:00,60,1000.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
166,3,Basketball,2026-03-01,19:00:00,20:00:00,60,1000.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
167,3,Basketball,2026-03-01,20:00:00,21:00:00,60,1000.0,PEAK,BOOKED,2026-03-01 00:00:00+05:30
168,3,Basketball,2026-03-01,21:00:00,22:00:00,60,1000.0,PEAK,AVAILABLE,2026-03-01 00:00:00+05:30
169,1,Football,2026-03-02,08:00:00,09:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
170,1,Football,2026-03-02,09:00:00,10:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
171,1,Football,2026-03-02,10:00:00,11:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
172,1,Football,2026-03-02,11:00:00,12:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
173,1,Football,2026-03-02,12:00:00,13:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
174,1,Football,2026-03-02,13:00:00,14:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
175,1,Football,2026-03-02,14:00:00,15:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
176,1,Football,2026-03-02,15:00:00,16:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
177,1,Football,2026-03-02,16:00:00,17:00:00,60,800.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
178,1,Football,2026-03-02,17:00:00,18:00:00,60,1200.0,PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
179,1,Football,2026-03-02,18:00:00,19:00:00,60,1200.0,PEAK,BOOKED,2026-03-02 00:00:00+05:30
180,1,Football,2026-03-02,19:00:00,20:00:00,60,1200.0,PEAK,BOOKED,2026-03-02 00:00:00+05:30
181,1,Football,2026-03-02,20:00:00,21:00:00,60,1200.0,PEAK,BOOKED,2026-03-02 00:00:00+05:30
182,1,Football,2026-03-02,21:00:00,22:00:00,60,1200.0,PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
183,1,Cricket,2026-03-02,08:00:00,09:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
184,1,Cricket,2026-03-02,09:00:00,10:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
185,1,Cricket,2026-03-02,10:00:00,11:00:00,60,1000.0,NON_PEAK,BOOKED,2026-03-02 00:00:00+05:30
186,1,Cricket,2026-03-02,11:00:00,12:00:00,60,1000.0,NON_PEAK,BOOKED,2026-03-02 00:00:00+05:30
187,1,Cricket,2026-03-02,12:00:00,13:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
188,1,Cricket,2026-03-02,13:00:00,14:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
189,1,Cricket,2026-03-02,14:00:00,15:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
190,1,Cricket,2026-03-02,15:00:00,16:00:00,60,1000.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
191,1,Cricket,2026-03-02,16:00:00,17:00:00,60,1000.0,NON_PEAK,BOOKED,2026-03-02 00:00:00+05:30
192,1,Cricket,2026-03-02,17:00:00,18:00:00,60,1500.0,PEAK,BOOKED,2026-03-02 00:00:00+05:30
193,1,Cricket,2026-03-02,18:00:00,19:00:00,60,1500.0,PEAK,BOOKED,2026-03-02 00:00:00+05:30
194,1,Cricket,2026-03-02,19:00:00,20:00:00,60,1500.0,PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
195,1,Cricket,2026-03-02,20:00:00,21:00:00,60,1500.0,PEAK,BOOKED,2026-03-02 00:00:00+05:30
196,1,Cricket,2026-03-02,21:00:00,22:00:00,60,1500.0,PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
197,1,Badminton,2026-03-02,08:00:00,09:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
198,1,Badminton,2026-03-02,09:00:00,10:00:00,60,400.0,NON_PEAK,BOOKED,2026-03-02 00:00:00+05:30
199,1,Badminton,2026-03-02,10:00:00,11:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
200,1,Badminton,2026-03-02,11:00:00,12:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
201,1,Badminton,2026-03-02,12:00:00,13:00:00,60,400.0,NON_PEAK,BOOKED,2026-03-02 00:00:00+05:30
202,1,Badminton,2026-03-02,13:00:00,14:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
203,1,Badminton,2026-03-02,14:00:00,15:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
204,1,Badminton,2026-03-02,15:00:00,16:00:00,60,400.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
205,1,Badminton,2026-03-02,16:00:00,17:00:00,60,400.0,NON_PEAK,BOOKED,2026-03-02 00:00:00+05:30
206,1,Badminton,2026-03-02,17:00:00,18:00:00,60,600.0,PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
207,1,Badminton,2026-03-02,18:00:00,19:00:00,60,600.0,PEAK,BOOKED,2026-03-02 00:00:00+05:30
208,1,Badminton,2026-03-02,19:00:00,20:00:00,60,600.0,PEAK,BOOKED,2026-03-02 00:00:00+05:30
209,1,Badminton,2026-03-02,20:00:00,21:00:00,60,600.0,PEAK,BOOKED,2026-03-02 00:00:00+05:30
210,1,Badminton,2026-03-02,21:00:00,22:00:00,60,600.0,PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
211,1,Basketball,2026-03-02,08:00:00,09:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
212,1,Basketball,2026-03-02,09:00:00,10:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
213,1,Basketball,2026-03-02,10:00:00,11:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
214,1,Basketball,2026-03-02,11:00:00,12:00:00,60,700.0,NON_PEAK,AVAILABLE,2026-03-02 00:00:00+05:30
